상품명,가격,카테고리,중량,칼로리,단백질,지방,탄수화물,나트륨,행사 정보,편의점 코드,이미지 주소
짜장불닭볶음면,"1700
",식품,140,560,13,19,84,1420,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801073115620.jpg
양반소고기미역국,"5000
",즉석요리,460,115,8,9,0.7,1330,2+1,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801047168201.jpg
삼계탕,"15900
",즉석요리,900,45,5,3,0,260,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801492378187.jpg
매콤깻잎순대볶음,"11900
",간편식사,627,834,44,18,124,3221,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809558842207.jpg
비비고삼계탕,"14800
",식품,800,705,70,37,23,1030,2+1,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801007526478.jpg
차돌박이숙주볶음,"12900
",간편식사,421,729,22,69,5,990,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809558840067.jpg
소고기찹스테이크,"16900
",간편식사,527,653,50,41,21,1773,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809558840005.jpg
토마토,"3500
",음료,180,60,0,0,15,20,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809021920104.jpg
피에스타스테이크,"11900
",간편식사,332,369,39,17,15,665,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809558841088.jpg
감바스알아히요,"12900
",즉석요리,420,1295,30,103,62,1890,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809558840081.jpg
그릴닭가슴살,"4500
",식품,980,120,18,1.1,4,560,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801047574002.jpg
큰컵짜장불닭볶음면,"1800
",식품,105,425,10,15,63,1000,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801073212756.jpg
물엿,"3500
",식품,1200,304,0,0,0,0,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801045611211.jpg
허니머스타드,"3500
",식품,265,265,0,0,0,650,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801045176338.jpg
딸기쨈,"6000
",식품,454,260,0.4,0.3,64,65,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801045331126.jpg
투움바파스타,"3600
",즉석요리,230,440,13,23,45,1440,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809083705251.jpg
사과,"6000
",식품,600,54,0,0,13,12,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809572421150.jpg
큰컵짜짜로니,"1400
",식품,105,576,13.68,20.59,83.66,1110.82,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801073210783.jpg
햇반구수한쌀밥,"2600
",즉석요리,1260,330,5,1.4,74,5,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801007880280.jpg
미니비엔나,"4200
",식품,140,295,12,25,6,830,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801123304219.jpg
누텔라,"5000
",과자,3000,81,0.9,4.6,9.1,6.3,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/0000080776468.jpg
삼양라면밥,"3500
",즉석요리,500,463,10,15,72,1583,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809294666419.jpg
복음자리딸기잼,"5500
",식품,640,60,0,0,14,10,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8805999101040.jpg
아보카도,"4400
",식품,190,140,1,1.7,30,20,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809640110993.jpg
꼬꼬면,"1100
",식품,115,490,9,15,80,1810,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801128509770.jpg
생블루베리,"5500
",음료,100,520,16.8,9.2,92,340,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809669191553.jpg
감자탕볶음밥,"4300
",즉석요리,250,475,12,17,68,1090,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801045909073.jpg
춘천식양념닭갈비,"6900
",간편식사,280,443,35,23,24,1030,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809558845888.jpg
도가니탕,"6400
",즉석요리,450,95,9,6,0.7,990,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801052080598.jpg
소머리곰탕,"6400
",즉석요리,600,135,23,3.5,3,1300,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801052080581.jpg
매콤크림리조또,"3800
",즉석요리,230,390,10,21,40,1160,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8805684003857.jpg
통계란샐러드고구마,"2900
",즉석요리,170,375,9,28,22,480,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8805684003628.jpg
차돌된장찌개,"7800
",즉석요리,140,137,9,6,14,892,1+1,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801045634630.jpg
어피치핫도그,"1400
",식품,420,166,9,8,14,300,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801492378965.jpg
무지핫도그,"2500
",식품,520,334,14,16,34,680,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801492378989.jpg
꽁치,"5000
",식품,300,18,1.17,1.16,0.72,108,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801047141136.jpg
옛날사골곰탕죽,"4500
",즉석요리,285,175,10,4.9,23,530,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801045226781.jpg
옛날도가니탕죽,"4500
",즉석요리,285,170,14,4,20,490,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801045074184.jpg
베지가든매운떡볶이,"2700
",즉석요리,133,315,6,2.1,68,1120,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809061671547.jpg
치킨너겟,"5500
",식품,300,175,0,0,0,380,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801492358554.jpg
미니윈너,"4900
",식품,280,295,16,21,10,710,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801074257992.jpg
멸치칼국수,"1100
",식품,98,335,9,0.4,74,1790,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801043004275.jpg
스위트콘,"2400
",식품,1000,90,3.2,2.4,14,1.6,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801047153276.jpg
사리곰탕면,"1200
",식품,110,475,11,15,74,1700,2+1,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801043015165.jpg
부산어묵,"2000
",식품,240,15.21,1.08,0.03,2.66,73.35,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801066301108.jpg
햇반매일오곡밥,"2800
",즉석요리,210,315,6,1.5,69,240,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801007038773.jpg
스낵면,"850
",식품,120,475,10,17,70,1710,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801045520728.jpg
양반왕갈비탕,"6500
",즉석요리,460,480,15,46,2,1420,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801047169437.jpg
양반차돌된장찌개,"6500
",즉석요리,460,235,16,9,22,3090,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801047169468.jpg
한우미역국,"7800
",즉석요리,150,20,3,0.5,1,240,1+1,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801045290843.jpg
베이컨크림파스타,"4100
",즉석요리,320,540,14,24,67,968,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8805684009026.jpg
비비고갈비탕,"7900
",즉석요리,400,115,14,6,1,1130,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801007712079.jpg
소면,"4800
",식품,1500,339,15.1,0.2,69.4,1714,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801045491400.jpg
칼빔면,"1200
",식품,144,595,9,21,92,1400,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801043055888.jpg
진비빔면,"1250
",식품,156,625,11,23,98,1400,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801045526294.jpg
함박스테이크정식,"5000
",즉석요리,300,650,25,37,54,1220,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809665552181.jpg
대두유,"10200
",식품,5000,884,0,100,0,0,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801007402345.jpg
영양삼계죽,"3900
",즉석요리,262,191,9,3,32,460,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801068385359.jpg
쇠고기버섯죽,"3900
",즉석요리,287,223,10,7,30,610,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801068383966.jpg
전복새우죽,"3900
",즉석요리,287,209,8,5,33,560,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801068383942.jpg
생강차,"3300
",생활 용품,225,60,0,0,14,28,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8803217000601.jpg
덴마크피자치즈,"1200
",식품,330,350,0,0,2,600,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801155737580.jpg
돌산갓김치,"2300
",식품,90,3.69,0.33,0.06,0.45,81.99,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801052054544.jpg
오삼불고기,"8500
",즉석요리,160,355,23,22,16,490,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809574678927.jpg
재래식된장,"5200
",식품,3000,175,13,5,19,4470,0,5,http://bgf0cu.xcache.kinxcdn.com/product/8801007053349.jpg
태양초고추장,"9900
",식품,14000,230,6,2,48,1950,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801007166452.jpg
무파마탕면,"1400
",식품,122,510,10,15,84,1720,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801043015349.jpg
마라탕면,"3200
",식품,108,425,0,0,0,1590,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809083704735.jpg
팔도비빔면,"1100
",식품,130,530,9,19,80,1090,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801128503037.jpg
까르보불닭떡볶이,"3000
",즉석요리,230,445,16,10,72,1260,2+1,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801073310933.jpg
한입피자고르곤졸라,"2500
",식품,80,210,9,6,30,200,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801066056732.jpg
한입피자콤비네이션,"2500
",식품,80,185,10,6,22,200,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801066056619.jpg
진한참기름,"5100
",식품,1800,830,0,92,0,0,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801007441351.jpg
고메핫스파이시미트볼,"5500
",즉석요리,180,430,18,27,29,1580,0,5,http://cdn2.bgfretail.com/bgfbrand/files/product/FE4F58B0833646188DF181C676C38B06.jpg
스모크치킨,"4900
",식품,180,75,7,4.7,1,160,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801066260108.jpg
당면,"5300
",식품,14000,355,0,0,88,0,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801045480107.jpg
스모크닭다리,"4000
",식품,680,330,33,21,2,940,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801492352378.jpg
치즈큐빅플레인,"4800
",식품,126,22,0,0,0.1,46,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801115640448.jpg
진짜쫄면,"1700
",식품,150,560,10,18,90,1250,0,5,http://cdn2.bgfretail.com/bgfbrand/files/product/615440CED44D4D269019FC152588EF1A.jpg
신라면블랙,"1900
",식품,134,575,12,18,91,1780,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801043041577.jpg
까르보불닭볶음면,"1700
",식품,130,550,8,20,84,1330,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801073113770.jpg
고메함박스테이크,"5500
",즉석요리,200,340,18,21,20,860,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801007618548.jpg
불닭볶음면,"1250
",식품,140,530,12,16,85,1280,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801073110502.jpg
간짬뽕,"1300
",식품,140,560,14,17,88,1290,0,5,http://cdn2.bgfretail.com/bgfbrand/files/product/4EBED666DCD54B81B73AC6C6F5CE201B.jpg
삼양라면,"950
",식품,120,500,10,16,79,1790,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801073102538.jpg
목장스트링치즈,"1200
",식품,72,50,5,3.7,0.23,65,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801115631293.jpg
크림스프,"2500
",즉석요리,80,350,4,12,56,2000,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801045052106.jpg
쇠고기스프,"2500
",즉석요리,80,315,8,6.4,56,1680,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801045050102.jpg
해표카놀라유,"2900
",식품,900,900,0,100,0,0,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801039207703.jpg
압착올리브유,"5300
",식품,5000,900,0,100,0,0,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801039207680.jpg
안성탕면,"900
",식품,125,525,11,17,82,1790,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801043014731.jpg
신라면,"1000
",식품,120,500,10,16,79,1790,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801043014809.jpg
오징어짬뽕,"1200
",식품,124,510,10,15,84,1750,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801043015110.jpg
사천짜파게티,"1400
",식품,137,600,11,21,92,1080,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801043015394.jpg
고추참치,"3800
",식품,150,205,23,6,16,560,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801045643212.jpg
오잉,"5000
",과자,75,145,2,6,21,180,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801149404061.jpg
팔도비빔면컵,"1300
",식품,115,465,8,18,68,1190,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801128503594.jpg
김치사발면,"1000
",식품,86,380,7,14,56,1520,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801043015639.jpg
진짬뽕,"1900
",식품,130,500,10,16,79,1780,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801045522678.jpg
3분쇠고기간짜장,"2000
",식품,200,190,6,8,23,1020,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801045291321.jpg
한입쏙쏙미트볼,"4400
",즉석요리,180,275,23,10,23,900,2+1,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801045320212.jpg
양반호박죽,"4500
",즉석요리,285,165,2,0,39,310,2+1,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801047161592.jpg
불가리스딸기,"1800
",음료,150,90,4,3,12,60,2+1,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801069175959.jpg
진로토닉워터,"2500
",음료,300,128,0,0.5,31,5,2+1,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801001236199.jpg
덴마크민트초코우유,"1800
",음료,310,232.5,7,5,41,150,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801155814014.jpg
덴마크딸기딸기우유,"1800
",음료,300,175,5,4.5,28,120,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801155731632.jpg
덴마크초코초코우유,"1800
",음료,300,225,6,7,35,105,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801155731625.jpg
덴마크바나바나우유,"1800
",음료,300,145,4,4.2,23,110,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801155731830.jpg
야쿠르트,"1250
",음료,65,45,1,0,10,15,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801128242912.jpg
연세우유,"1100
",음료,100,65,3,3.5,5,50,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801753109475.jpg
자연은샤인머스캣,"2150
",음료,500,225,0,0,56,50,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801382149866.jpg
활기력,"3200
",음료,320,20,0,0,5,0,2+1,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809535593467.jpg
자연은제주감귤,"2150
",음료,180,90,0,0,22,10,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801382137917.jpg
쿨피스복숭아,"1500
",음료,930,40,0,0,10,45,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801155418113.jpg
퓨레어자몽,"1700
",음료,500,0,0,0,0,0,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809713911267.jpg
퓨레어레몬,"1700
",음료,500,0,0,0,0,0,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809713911243.jpg
따옴애플망고,"2200
",음료,235,110,0,0,27,0,2+1,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801104670944.jpg
콘트라베이스,"4000
",음료,500,20,1,0,4,95,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801056177294.jpg
자연은납작복숭아,"1600
",음료,340,155,0,0,39,35,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801382149224.jpg
마시는식사비건그레인,"2200
",음료,240,95,7,2.1,23,160,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809495073979.jpg
마시는식사비건카카오,"2200
",음료,240,90,8,1.9,22,160,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809495073986.jpg
델몬트포도,"2200
",음료,1500,50,0,0,12,5,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801056071240.jpg
홍루이젠밀크티휴,"2700
",음료,250,188,6,8,23,100,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801814003254.jpg
델몬트제주감귤,"3800
",음료,1200,30,0,0,8,5,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801056000332.jpg
자연은망고,"4700
",음료,180,90,0,0,22,15,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801382137900.jpg
자연은사과,"4200
",음료,2160,80,0,0,20,10,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801382148678.jpg
자연은토마토,"4200
",음료,1500,90,0.7,0.6,21,55,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801382148654.jpg
요구르트,"1000
",음료,325,157.5,2.25,0,38.25,33.75,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/0000088007519.jpg
골드키위,"2000
",음료,500,500,0,53,1,220,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809713910659.jpg
루카스나인라떼,"2000
",음료,447,76,1,4,9,20,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801069410968.jpg
흑당밀크티,"2200
",음료,250,170,5.2,5,26,120,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8806371308521.jpg
스파클링비타민C,"1200
",음료,1400,65,0,0,15,50,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8806012820412.jpg
리얼깔라만시,"3550
",음료,500,37,0,0,9,6,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809413680159.jpg
딸기맛우유,"1700
",음료,240,296,11.2,10.8,39.2,176,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801104221467.jpg
패밀리요구르트,"2500
",음료,750,60,1,0,14,20,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809350882296.jpg
저지방우유,"3050
",음료,1000,40,3,1,4.5,50,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801121772881.jpg
아몬드브리즈초콜릿,"1500
",음료,190,100,1,3,17,100,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801121768068.jpg
쥬시쿨청포도,"900
",음료,930,36,0,0,9,50,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801104304573.jpg
녹차라떼,"2500
",음료,500,76,0.4,0,18.5,10,0,5,http://cdn2.bgfretail.com/bgfbrand/files/product/5A9F67B7ED284BE48B91BCCF9E44B305.jpg
요플레딸기,"1950
",음료,85,100,3,2.5,16,90,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801104240284.jpg
쥬시쿨자두,"900
",음료,930,36,0,0,9,50,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801104300681.jpg
가나쵸코우유,"1650
",음료,300,175,6.2,6.6,23,115,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801123103454.jpg
요플레플레인,"1950
",음료,340,90,3,2.5,14,50,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801104240642.jpg
쥬시쿨복숭아,"500
",음료,930,36,0,0,9,50,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801104250627.jpg
초코에몽드링크,"1300
",음료,230,155,3,2.6,30,90,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801069171067.jpg
라인프렌즈브라운,"5000
",식품,410,395,8,0,0,170,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809148589772.jpg
코카콜라,"1,700",음료,250,108,0,0,27,8,0,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801094013004.jpg
코카콜라,"2,300",음료,500,216,0,0,54,15,0,5,http://cdn2.bgfretail.com/bgfbrand/files/product/5ED4673A0D7C47689870677C71FAB0ED.jpg
