상품명,카테고리,중량,칼로리,단백질,지방,탄수화물,나트륨,가격,행사 정보,편의점 코드,상품 이미지
5가지국산곡물로만든 소불고기밥,즉석조리식품,250,465,21,13,61,830,,,,
5가지국산곡물로만든 영양찰약밥,즉석조리식품,250,620,12,21,87,640,,,,
5가지나물밥&낙지볶음,즉석조리식품,220,295,15,5,40,585,,,,
5가지나물밥&마파두부,즉석조리식품,220,280,9,7,45,860,,,,
5가지모둠감자,즉석조리식품,540,900,12,35,134,1470,,,,
5시간 우려낸 정성 육수 삼계탕,즉석조리식품,1800,40,5,1,3,73,,,,
6찬정식,즉석섭취식품,375,680,28,20,97,991,,,,
7찬매콤불고기,즉석섭취식품,455,783,31,27,104,1942,,,,
7해초 샐러드,즉석조리식품,110,80,1,2,17,898,,,,
8분요리 마라탕면,즉석조리식품,520,845,28,27,122,2620,,,,
8분요리 바지락 칼국수,즉석조리식품,520,720,17,14,130,2350,,,,
8분요리 우육탕면,즉석조리식품,520,665,20,6,131,2880,,,,
8분요리 탄탄면,즉석조리식품,520,815,26,28,114,2560,,,,
8분요리 태국식 소고기 쌀국수,즉석조리식품,550,435,15,6,81,2120,,,,
99's 자이언트 부대찌개,즉석조리식품,658,1385,80,73,103,5830,,,,
9겹돈까스샌드위치,즉석섭취식품,220,590,19,36,48,1210,,,,
A1 스테이크 치즈버거,즉석섭취식품,160,454,15,26,40,960,,,,
A1스테이크 치즈 샌드위치,즉석섭취식품,160,373,11,17,44,970,,,,
ASMR매콤크림면,즉석조리식품,290.5,510,12,11,91,930,,,,
aube 리코타 샐러드,즉석섭취식품,190,430,9,28,35,205,,,,
aube 비프 샐러드,즉석섭취식품,250,294,18,19,13,269,,,,
aube 쉬림프 샐러드,즉석섭취식품,260,245,18,18,12,419,,,,
aube 연어 샐러드,즉석섭취식품,230,384,11,34,9,490,,,,
aube 치킨 샐러드,즉석섭취식품,230,366,22,26,10,169,,,,
B.E.L.T 샌드위치,즉석섭취식품,280,748,17,48,62,1380,,,,
B.E.L.T. 샌드위치 B.E.L.T. Sandwich,즉석섭취식품,235,505,19,25,51,989,,,,
B.E.L.T샌드위치,즉석섭취식품,165,315,16,14,30,890,,,,
B.L.T.샌드위치,즉석섭취식품,220,360,14,15,42,1220,,,,
BBQ 오리지날 볶음밥,즉석조리식품,200,355,6,4.4,72,380,,,,
BBQ 치즈에그 버거,즉석섭취식품,170,420,16,24,35,1100,,,,
BIG 새우볶음밥,즉석조리식품,800,355,7,5,70,610,,,,
BIG 패밀리초밥 Vol.3,즉석섭취식품,291,415,19,6,69,1360,,,,
BLTE 샌드위치,즉석섭취식품,190,386.5,15.2,16.4,44.4,795.3,,,,
B마트가 새로담은 90초 계란국,즉석조리식품,10,39,2,1,6,407,,,,
B마트가 새로담은 90초 사골미역국,즉석조리식품,10,33,1,0.7,5,625,,,,
B마트가 새로담은 90초 우거지된장국,즉석조리식품,10,33,2,0.6,6,504,,,,
C&S The(더) 알찬김말이,즉석조리식품,1000,175,2,5,31,630,,,,
Chefood 5가지 나물 비빔밥,즉석조리식품,220,285,8,3,56,770,,,,
Chefood 5가지 야채카레 덮밥,즉석조리식품,257,295,7,4.5,60,760,,,,
Chefood 고추잡채 김말이,즉석조리식품,400,200,2,6,35,320,,,,
Chefood 닭가슴살 오색비빔밥,즉석조리식품,235,315,14,6,53,510,,,,
Chefood 닭가슴살 토마토 플래터,즉석조리식품,270,345,33,13,24,910,,,,
Chefood 두부 강된장 덮밥,즉석조리식품,244,330,11,7,55,905,,,,
Chefood 매콤 닭갈비 양배추 덮밥,즉석조리식품,230,315,14,6,55,280,,,,
Chefood 야채잡채 김말이,즉석조리식품,400,190,2,6,33,260,,,,
Chefood 오븐 닭가슴살 야채 덮밥,즉석조리식품,240,295,14,3.6,55,260,,,,
Chefood 육개장,즉석조리식품,500,120,9,4.1,11,1880,,,,
DANO 그릴드치킨고구마샐러드,즉석섭취식품,250,180,16,4.8,17,450,,,,
DANO 그릴드치킨단호박샐러드,즉석섭취식품,250,170,17,6,14,360,,,,
DANO 닭가슴살두부면샐러드,즉석섭취식품,230,160,15,3.6,17,720,,,,
DANO 리치치즈샐러드,즉석섭취식품,250,305,16,15,27,230,,,,
DANO 리코타치즈샐러드,즉석섭취식품,265,260,10,12,27,160,,,,
DANO 불고기단호박샐러드,즉석섭취식품,250,160,9,3.5,23,450,,,,
DANO 불고기버섯샐러드,즉석섭취식품,250,225,9,6,34,510,,,,
DIY 김치 만들기 세트,즉석조리식품,297,157,6,3,26,943,,,,
DIY 만두 만들기 세트,즉석조리식품,440,925,31,31,130,2437,,,,
DIY 미니 피자 만들기 세트,즉석조리식품,692,1313,66,50,151,3045,,,,
DIY 삼색 떡만둣국 만들기 세트,즉석조리식품,1010,1310,40,34,212,5163,,,,
DIY 송편 만들기 세트,즉석조리식품,233,706,13,13,134,474,,,,
DIY초밥이야,즉석조리식품,300,546,7,2.4,124,1256,,,,
DIY초밥이야 연어+초밥키트,즉석조리식품,472,168,7,3.4,27,545,,,,
DOTZ(다츠) 베이컨듬뿍김치볶음밥,즉석조리식품,500,550,15,25,66,1200,,,,
Eat my bottle닭가슴살샐러드,즉석섭취식품,170,104.7,9.25,3.75,8.49,347.05,,,,
Eat my bottle케이준샐러드,즉석섭취식품,165,165,10,8.25,12.75,373.88,,,,
Eat my bottle콩구마샐러드,즉석섭취식품,165,110.29,5.65,1.11,19.83,174.23,,,,
eatmate 닭가슴살 머스타드버거,즉석조리식품,180,379,23,15,38,740,,,,
eats low 저염식 우렁된장찌개,즉석조리식품,450,26.8,1.8,0.8,3.1,90.4,,,,
eats low 포드맵식 김치콩나물국,즉석조리식품,450,9.5,0.6,0.5,0.9,65.8,,,,
eats low 포드맵식 닭볶음탕,즉석조리식품,400,134.9,13.7,4.5,9.9,265.9,,,,
eats low 포드맵식 소고기미역국,즉석조리식품,450,21.8,1.7,1.5,0.6,158.9,,,,
eats low 포드맵식 시금치바지락국,즉석조리식품,450,19.1,1.6,0.9,1.5,201.1,,,,
eats low 포드맵식 연두부야채죽,즉석조리식품,500,35.3,1.3,0.7,5.7,127,,,,
eats low 포드맵식 흑임자죽,즉석조리식품,500,28.9,0.6,0.1,6.2,109.9,,,,
fresheasy 곤드레 나물밥,즉석조리식품,250,405,7,5,83,374,,,,
fresheasy 광양식 소불고기볶음밥,즉석조리식품,250,437,10,9,79,1176,,,,
GS Fresh) 교동전선생 부대찌개,즉석조리식품,500,295,19,12,27,2600,,,,
GS 어묵탕용육수,즉석조리식품,2000,10,0.7,0,2,390,,,,
h'_Cook The(더) 알찬김말이,즉석조리식품,1000,175,2,5,31,630,,,,
HEARTY SPOON 육개장,즉석조리식품,500,185,14,7,16,1930,,,,
HEARTY SPOON 전복미역국,즉석조리식품,500,55,7,1.6,4,1500,,,,
HEYROO 계란국,즉석조리식품,10,37,1,1,6,590,,,,
HEYROO 미역국,즉석조리식품,8,24,0,0,6,300,,,,
Homeplus Signature 단호박크림스프,즉석조리식품,300,325,4,21,30,570,,,,
Homeplus Signature 베이컨감자스프,즉석조리식품,300,255,5,17,21,730,,,,
Homeplus Signature 양송이크림스프,즉석조리식품,300,225,4,15,18,580,,,,
Homeplus Signature 쫀쫀한 찰순대,즉석조리식품,500,170,2,3.2,34,330,,,,
Homeplus Signature 치즈폭발 김치 구운 주먹밥,즉석조리식품,500,175,5,4,30,342,,,,
Homeplus Signature 콘크림스프,즉석조리식품,300,260,4,14,30,1060,,,,
Homeplus Signature 햅쌀밥,즉석조리식품,210,295,5,1.4,65,10,,,,
HOT한 찰순대,즉석조리식품,500,864,6,11,186,1927,,,,
H닭곰탕,즉석조리식품,1200,807,143,14,30,637,,,,
H닭볶음탕,즉석조리식품,800,800,69,36,51,1648,,,,
I’m e 고구마샐러드,즉석섭취식품,150,320,2,20,33,320,,,,
I’m e 단호박샐러드,즉석섭취식품,150,275,2,18,26,310,,,,
I’m e 콘샐러드,즉석섭취식품,150,225,4,10,30,330,,,,
in생매콤로제스프,즉석조리식품,200,85,1,4.8,10,210,,,,
in생양송이감자스프,즉석조리식품,200,80,1,4.6,9,255,,,,
Johnsonville 올드 부대찌개,즉석조리식품,500,355,22,13,37,1950,,,,
KBOB 쌀떡국,즉석조리식품,180.2,440,8.67,3.25,94.86,1700,,,,
MC1 한우양송이무른죽,즉석조리식품,410,345,14,3.6,64,20,,,,
MC11 달고기살버터헤드레터스무른죽,즉석조리식품,310,320,11,0.5,68,95,,,,
MC12 차조한우옥수수무른죽,즉석조리식품,410,355,15,4.1,64,15,,,,
MC14 대구살비트잎무른죽,즉석조리식품,310,295,11,0.3,62,120,,,,
MC15 한우블루베리감자무른죽,즉석조리식품,410,340,14,3.6,63,15,,,,
MC16 달고기살황금송이버섯무른죽,즉석조리식품,310,285,11,0.4,59,95,,,,
MC17 한우참송이버섯무른죽,즉석조리식품,410,355,14,3.7,66,20,,,,
MC18 연두부버터헤드레터스무른죽,즉석조리식품,405,375,14,2.4,74,100,,,,
MC19 대구살블루베리무른죽,즉석조리식품,310,325,12,0.3,68,130,,,,
MC2 차조닭안심황금송이무른죽,즉석조리식품,310,335,14,1.9,65,15,,,,
MC20 한우미역무른죽,즉석조리식품,410,350,14,3.6,66,15,,,,
MC3 한우버터헤드레터스무른죽,즉석조리식품,410,345,14,3.6,64,20,,,,
MC4 광어살맛타리버섯무른죽,즉석조리식품,315,330,14,0.7,67,110,,,,
MC8 보리달고기살고구마무른죽,즉석조리식품,310,315,11,0.5,67,90,,,,
MC9 닭안심참송이버섯무른죽,즉석조리식품,310,360,14,2.4,70,15,,,,
MD13 연어호두어린잎된죽,즉석조리식품,340,470,15,10,80,15,,,,
MD15 한우머쉬마루버섯된죽,즉석조리식품,440,410,19,4.8,73,20,,,,
MD16 달고기살콩나물된죽,즉석조리식품,340,405,15,7,70,30,,,,
MD17 한우로메인멜론된죽,즉석조리식품,440,405,19,4.7,72,25,,,,
MD2 새우살참송이버섯된죽,즉석조리식품,340,405,14,3.3,80,240,,,,
MD20 멸치두부미역된죽,즉석조리식품,370,400,18,3.2,74,150,,,,
MD4 한우래디쉬된죽,즉석조리식품,440,410,18,4.7,73,20,,,,
MD5 대구살브로콜리된죽,즉석조리식품,340,390,16,3.7,74,180,,,,
NEW TLJ시그니처,즉석섭취식품,282,625,29,25,71,910,,,,
NEW 그릴드치킨단호박샐러드,즉석섭취식품,240,250,8,7,23,860,,,,
NEW 그릴드포카치아아보카도베이컨,즉석조리식품,200,775,31,50,47,1690,,,,
NEW 까르보치킨멜팅치즈토스트,즉석조리식품,167,450,26,18,48,970,,,,
NEW 머쉬룸치킨치아바타,즉석조리식품,210,505,28,22,57,960,,,,
NEW 밀당의고수 김말이,즉석조리식품,350,165,1.4,6,26,330,,,,
NEW 바베큐치킨치즈치아바타,즉석조리식품,212,635,36,34,53,1490,,,,
NEW 베이컨치킨렌치파니니,즉석조리식품,195,580,34,33,47,1550,,,,
NEW 베이컨포테이토치아바타,즉석조리식품,214,685,29,31,65,1270,,,,
NEW 베이컨햄치즈크로와상,즉석조리식품,155,555,21,36,43,1040,,,,
NEW 불고기포테이토샐러드,즉석섭취식품,238,300,7,16,20,680,,,,
NEW 상하이스파이시 치킨버거,즉석섭취식품,175,481,14,21,59,1180,,,,
NEW 스크램블&소시지 샌드위치,즉석섭취식품,170,518,10,34,43,990,,,,
NEW 어니언베이컨체다치아바타,즉석조리식품,184,680,30,35,54,1520,,,,
NEW 오리지날렐리쉬핫도그,즉석조리식품,205,450,14,20,54,1720,,,,
NEW 올리브타페나드포카치아,즉석조리식품,180,575,25,32,43,830,,,,
NEW 치킨도시락,즉석섭취식품,400,754,24,30,97,1063,,,,
NEW 케이준치킨 샌드위치,즉석섭취식품,190,459,15,15,66,1050,,,,
NEW 클래식치즈파니니,즉석조리식품,122,400,16,25,29,750,,,,
NEW 햄&모짜렐라치즈파니니,즉석조리식품,185,530,23,24,48,1000,,,,
NEW 햄치즈&에그샌드위치,즉석조리식품,185,285,13,15,26,630,,,,
NEW게살볶음밥,즉석조리식품,300,425,11,14,64,1400,,,,
NEW낙지볶음밥,즉석조리식품,300,435,11,10,75,1610,,,,
NEW새우볶음밥,즉석조리식품,300,395,12,8,69,1470,,,,
NEW스파이시치킨샌드위치,즉석섭취식품,170,403,13,19,45,1010,,,,
New정성가득비빔밥,즉석섭취식품,404,546,15,18,81,1143,,,,
NEW크리미불닭버거,즉석조리식품,150,409,13,21,42,1060,,,,
NEW통김말이,즉석조리식품,1500,170,3,4.3,30,400,,,,
NEW프리미엄햄에그샌드위치,즉석섭취식품,135,360,9,24,27,970,,,,
NEW핫N스모키 더블버거,즉석섭취식품,135,353,13,17,37,920,,,,
OK COOK 묵은지김치찌개,즉석조리식품,500,240,17.5,12,16,2740,,,,
OK COOK 시원한 알탕,즉석조리식품,500,150,17.5,4,10.75,1744.9,,,,
OK COOK 콩비지찌개,즉석조리식품,500,225,16.5,8,22,2950,,,,
OK!COOK 꽃맛살 샐러드,즉석섭취식품,215,225,7,16,13,320,,,,
Oprice 더 잘 늘어나는 치즈스틱,즉석조리식품,1000,270,9,10,34,483,,,,
Oprice 양평서울해장국큰아들집 양평해장국,즉석조리식품,500,226,30,9,6,1230,,,,
O'price 양평서울해장국큰아들집 장터국밥,즉석조리식품,500,163,31,1.5,3,1040,,,,
PickyPickers 함박스테이크볼로냐스파게티,즉석조리식품,370,500,26,18,58,1070,,,,
PS2_중화풍새우오징어볶음,즉석섭취식품,130,130,12,4.9,13,460,,,,
Real-치즈 브로콜리 스프,즉석조리식품,200,235,6,17,14,310,,,,
Real-캐롯 펌킨 스프,즉석조리식품,200,225,3,14,22,190,,,,
Real-트러플 머쉬룸 스프,즉석조리식품,200,185,3,11,18,500,,,,
Sias닭가슴살볶음밥,즉석조리식품,500,415,12,9,72,560,,,,
sias비프치즈스파게티,즉석조리식품,1410,735,28,37,73,1940,,,,
slow kitchen 단호박크림스프,즉석조리식품,150,175,2,11,17,220,,,,
THE 케이준치킨샐러드,즉석섭취식품,180,220,8,12,12,500,,,,
The(더)낙지볶음밥,즉석조리식품,2100,535,14,10,97,1810,,,,
THE건강한 돼지고기고추장찌개,즉석조리식품,450,41,2.7,1.7,4,93.1,,,,
THE건강한 복령타락죽,즉석조리식품,500,59.9,2.1,1.7,8.7,126.6,,,,
THE건강한 차돌된장찌개,즉석조리식품,450,40.5,2.3,2.2,2.9,204.7,,,,
The베이스 김치볶음밥,즉석조리식품,280,420,8,6,84,1050,,,,
The베이스 만능야채볶음밥,즉석조리식품,280,425,2,5,93,980,,,,
The베이스 햄야채볶음밥,즉석조리식품,280,455,9,7,89,1440,,,,
The통통한낙지볶음밥,즉석조리식품,2100,390,7,8,73,2640,,,,
UFO 부대찌개,즉석조리식품,963,1584,81,102,85,6251,,,,
VIVID KITCHEN  매콤막창볶음밥,즉석조리식품,460,485,10,14,80,970,,,,
VIVID KITCHEN 나시고랭볶음밥,즉석조리식품,460,300,11,4.2,55,670,,,,
VIVID KITCHEN 매쉬드포테이토스프,즉석조리식품,345,90,1,1.9,17,570,,,,
VIVID KITCHEN 부대찌개볶음밥,즉석조리식품,460,425,14,13,64,820,,,,
VIVID KITCHEN 제주톳보리밥,즉석조리식품,460,390,9,4.9,78,460,,,,
VIVID KITCHEN 주꾸미볶음밥,즉석조리식품,460,395,13,9,66,790,,,,
VIVID KITCHEN 취나물밥,즉석조리식품,460,395,8,5,79,480,,,,
VIVID KITCHEN 콘스프,즉석조리식품,300,85,2,2.5,13,420,,,,
XO(엑스오)볶음밥,즉석조리식품,230,430,11,5,85,990,,,,
XO볶음밥,즉석조리식품,230,430,11,5,85,990,,,,
YOUUS 오모리김치돼지찜,즉석조리식품,450,405,22,14,48,2810,,,,
가래떡떡볶이,즉석조리식품,369,797,14,9,165,1595,,,,
가리비듬뿍 해물탕,즉석조리식품,1400,66,11,1,3,405,,,,
가마솥 취나물볶음,즉석조리식품,340,260,24,12,15,1620,,,,
가마솥간편찹쌀누룽지,즉석조리식품,300,375,8,1,85,26,,,,
가마솥자숙재첩회,즉석조리식품,650,5,0,0,0.8,130,,,,
가쓰오밀푀유나베육수,즉석조리식품,500,40,2,0.1,8,3150,,,,
가우초 곱창전골,즉석조리식품,830,765,48,24,90,2050,,,,
가을옥수수샌드위치,즉석섭취식품,190,460,8,20,62,787,,,,
가을잼샌드위치,즉석섭취식품,123,333,6,13,48,456,,,,
가자미구이 무스,즉석조리식품,90,55,6,1.5,4,300,,,,
가자미한마리미역국,즉석조리식품,550,165,19.7,5.2,10.4,1770,,,,
가정식제육편,즉석섭취식품,445,845,30,34,104,1210,,,,
가지돼지고기볶음 & 치즈함박,즉석조리식품,290,466.61,23.93,17.46,53.45,1152.95,,,,
가지미트스파게티,즉석조리식품,500,124,4,2.8,20,464,,,,
가지버섯돈육덮밥,즉석조리식품,220,368,11,11,57,894,,,,
간장&매콤직화불고기,즉석섭취식품,200,338,11,6,60,877,,,,
간장계란곤약볶음밥&햄,즉석조리식품,210,360,15,11,51,580,,,,
간장닭갈비&시래기밥,즉석조리식품,220,310,18,4.9,49,910,,,,
간장도가니스지,즉석조리식품,150,185,16,3.2,23,830,,,,
간장마늘닭갈비덮밥,즉석조리식품,237,439,18,14,61,713,,,,
간장버터장조림삼각김밥,즉석섭취식품,100,214,5,7,32,374,,,,
간장불고기,즉석섭취식품,150,264,10,4,47,373,,,,
간장불고기삼각김밥,즉석섭취식품,105,177,6,3,32,196,,,,
간장불고기와매콤닭갈비,즉석섭취식품,468,868,37,28,117,1204,,,,
간장제육 후리가케 덮밥,즉석섭취식품,340,872,27,79,14,505,,,,
간장찜닭한끼,즉석섭취식품,337,580,28,12,90,582,,,,
간편 동태탕,즉석조리식품,700,437,46,6,51,3148,,,,
간편 해물 알탕,즉석조리식품,600,358,46,7,28,3054,,,,
간편닭곰탕,즉석조리식품,10,40,1,0.7,7,510,,,,
간편미역국,즉석조리식품,18,40,1,1.1,6,910,,,,
간편버섯해장국,즉석조리식품,45,30,1,0.4,5,610,,,,
간편하게 데워먹는 맛있는 순대,즉석조리식품,1500,186,1.5,3.5,37,455,,,,
간편하고맛있는물냉면,즉석조리식품,240,225,7,2,46,632,,,,
간편하고맛있는비빔냉면,즉석조리식품,240,243,7,2,50,446,,,,
간편한 곤드레나물밥,즉석조리식품,500,465,7,11,85,310,,,,
간편한 미역국,즉석조리식품,1500,92,5,5,7,1552,,,,
간편한1인식 아귀찜,즉석조리식품,260,305,15,21,14,1250,,,,
간편한식이푸짐한떡만둣국,즉석조리식품,798,80,2,1.8,13,220,,,,
갈릭 닭가슴살 샐러드,즉석섭취식품,130,175,8,10,13,230,,,,
갈릭 아라비아따 파스타,즉석조리식품,302,365,12,2.7,73,990,,,,
갈릭 케이준 치킨 샐러드,즉석섭취식품,181,228,19,8,21,700,,,,
갈릭 크림 봉골레 스파게티,즉석조리식품,310,431,11,15,63,670,,,,
갈릭&포크황금볶음밥,즉석조리식품,1050,460,15,16,64,820,,,,
갈릭곤약볶음밥&매콤해물볶음,즉석조리식품,230,310,9,3.9,59,630,,,,
갈릭딥핑점보 핫도그,즉석섭취식품,150,486,23,30,31,1100,,,,
갈릭마라파스타,즉석조리식품,348,615,13,25,84,1570,,,,
갈릭마라파스타(매운맛),즉석조리식품,348,615,13,25,84,1570,,,,
갈릭마라파스타(순한맛),즉석조리식품,348,600,13,25,81,1360,,,,
갈릭미트볼&단호박밥,즉석조리식품,220,385,12,16,48,690,,,,
갈릭버터라이스볶음밥&순살닭강정,즉석조리식품,360,675,28,20,95,1470,,,,
갈릭버터라이스볶음밥&찜닭소스,즉석조리식품,360,530,18,14,82,1260,,,,
갈릭버터쉬림프,즉석조리식품,130,70,4,1.4,10,200,,,,
갈릭베이컨마요김밥,즉석섭취식품,229,460,13,23,50,1210,,,,
갈릭베이컨마요삼각,즉석섭취식품,110,220,5,8,32,515,,,,
갈릭볶음밥과 베지볼,즉석조리식품,220,365,10,10,60,750,,,,
갈릭브레드,즉석조리식품,165,505,9,28,53,514,,,,
갈릭비프스테이크,즉석조리식품,589,887,62,51,46,1127,,,,
갈릭쉬림프 오일파스타,즉석조리식품,310,741,14,29,106,1510,,,,
갈릭스파게티샐러드,즉석섭취식품,1000,2430,38,177,171,3850,,,,
갈릭시즐링라이스,즉석조리식품,260,415,8,12,69,1390,,,,
갈릭크림파스타,즉석조리식품,310,475,16,17,65,1040,,,,
갈릭통살치킨버거,즉석섭취식품,157,370,13,14,47,758,,,,
갈릭파스타 샐러드,즉석섭취식품,300,310,9.03,12.36,40.74,728.46,,,,
갈릭페뇨파스타,즉석조리식품,290,470,10,21,60,1690,,,,
갈릭포테이토스프,즉석조리식품,230,180,4,12,14,320,,,,
갈릭품은햄치즈,즉석섭취식품,105,336,9,16,39,640,,,,
갈비맛치킨삼각,즉석섭취식품,109,181,4,2.9,35,400,,,,
갈비볶음밥(재료),즉석조리식품,140,243,17,4,35,219,,,,
갈비산적구이김밥,즉석섭취식품,218,430,12,13,66,1250,,,,
갈비탕,즉석조리식품,1800,98,7,5,7,181,,,,
갈비탕,즉석조리식품,600,130,13,7,3,1770,,,,
갈비탕,즉석조리식품,750,37,5.3,1.1,14,300,,,,
갈비탕,즉석조리식품,600,380,33,4.3,52,1240,,,,
갈치무조림,즉석조리식품,200,315,23,17,18,1190,,,,
감동란&리코타치즈빅샐러드,즉석섭취식품,283,295,11,14,30,660,,,,
감동란&수비드닭가슴살빅샐러드,즉석섭취식품,270,270,23,16,9,660,,,,
감바스 알 아히요,즉석조리식품,420,1295,30,103,62,1890,,,,
감바스 피칸테,즉석조리식품,565,816.1,15.2,49.7,77.1,1379,,,,
감바스알리오올리오,즉석조리식품,312,780,21,16,138,611,,,,
감바스알아히요 & 파스타,즉석조리식품,799,2106,59,118,202,2180,,,,
감바스알아히요&바게트,즉석조리식품,356,1182,28,76,95,1130,,,,
감자국,즉석조리식품,800,152,5,0,32,1458,,,,
감자당근죽 밀키트,즉석조리식품,65,110,2,0.5,24,5,,,,
감자마요 스쿱샐러드,즉석섭취식품,1000,1823,22,127,148,2750,,,,
감자멸치들깨국,즉석조리식품,180,30,11.1,0,6.6,13.2,,,,
감자미소된장국,즉석조리식품,180,36.4,10.4,0,8,10.4,,,,
감자미음,즉석조리식품,40,85,2,0,18,0,,,,
감자배추죽 밀키트,즉석조리식품,65,105,2,0.5,23,0,,,,
감자샐러드,즉석섭취식품,200,340,8,23,26,430,,,,
감자샐러드,즉석섭취식품,1000,145,1.6,8.5,16,220,,,,
감자애호박된장국,즉석조리식품,150,35,2,0,7,110,,,,
감자애호박죽 밀키트,즉석조리식품,260,275,6,1.5,60,0,,,,
감자애호박죽 밀키트(쌀제외),즉석조리식품,195,50,1,0,11,0,,,,
감자에그 샐러드 스프레드,즉석섭취식품,110,240,3,19,14,190,,,,
감자옹심이들깨탕,즉석조리식품,730,235,10,9,40,830,,,,
감자짜글이,즉석조리식품,600,605,54,9.9,74,2258,,,,
감자탕,즉석조리식품,2200,1790,135,94,101,8620,,,,
감자탕,즉석조리식품,800,450,32,24,28,2040,,,,
감자탕볶음밥,즉석조리식품,250,485,15,19,64,870,,,,
감자탕볶음밥&훈제오리,즉석조리식품,220,395,13,12,58,785,,,,
감자한우죽 밀키트,즉석조리식품,65,140,6,2.9,22,10,,,,
감칠맛 소고기 미역국,즉석조리식품,650,10,1,0,1,190,,,,
감칠맛 소고기 미역국(냉장),즉석조리식품,650,10,1,0,1,190,,,,
갓군샌 갈릭버터,즉석조리식품,79,310,6,20,26,410,,,,
갓군샌 눈꽃소보루,즉석조리식품,86,310,7,19,28,500,,,,
갓군샌 통까스,즉석조리식품,96,270,9,14,27,530,,,,
갓군샌 트리플치즈,즉석조리식품,78,300,8,21,19,410,,,,
갓김치 코다리찜,즉석조리식품,500,458,65.65,11.4,23.15,3325.3,,,,
강강술래늘봄육개장,즉석조리식품,500,290,59,3,7,820,,,,
강남면옥 갈비탕,즉석조리식품,1000,315,32,18,7,2990,,,,
강남면옥 사골떡만두국,즉석조리식품,644,1200,36,28,202,3520,,,,
강남면옥 사골만두칼국수,즉석조리식품,834,1280,39,20,236,4009,,,,
강남면옥 소갈비찜,즉석조리식품,1000,1050,87,45,75,2140,,,,
강된장&취나물곤약밥,즉석조리식품,250,390,9,9,68,750,,,,
강된장비빔소스,즉석조리식품,100,50,3,0.6,8,560,,,,
강력추천!8찬정식,즉석섭취식품,387,770,35,30,90,996,,,,
강순의명가 수제영양밥,즉석조리식품,120,204,5,0,46,204,,,,
강원도 감자옹심이칼국수,즉석조리식품,250,428,17,8,72,2200,,,,
강원도 황기 갈비탕,즉석조리식품,700,50,5,1.9,4,320,,,,
강원도 황기육개장,즉석조리식품,650,40,3,1.8,3,380,,,,
강원도시골밥상 곤드레나물밥,즉석조리식품,210,405,8,7,78,440,,,,
강원도시골밥상 시래기보리밥,즉석조리식품,210,375,8,7,70,560,,,,
강원도시골밥상 취나물밥,즉석조리식품,210,380,7,6,74,440,,,,
강창구순대만진순대국,즉석조리식품,550,87.48,5.44,2.88,9.95,349.33,,,,
강황버섯볶음밥과 두부닭가슴살스테이크,즉석조리식품,230,360,14,10,57,638,,,,
강황버섯볶음밥과 제육볶음,즉석조리식품,250,510,13,20,69,885,,,,
강황버섯볶음밥과 치즈불닭,즉석조리식품,220,360,17,10,50,677,,,,
강황쌀잡곡밥 소불고기,즉석조리식품,275,426,24,9,61,682,,,,
강황쌀잡곡밥 씨앗담은스테이크,즉석조리식품,145,290,15,7,42,310,,,,
강황쌀잡곡밥 치즈&고추장불고기,즉석조리식품,290,555,31,16,71,568,,,,
강황쌀잡곡밥 콩단백비프포크스테이크,즉석조리식품,150,269,12,6,43,352,,,,
강황쌀잡곡밥 쿠킹닭다리살 데리야끼,즉석조리식품,234,410,21,8,64,497,,,,
강황쌀잡곡밥 함바그스테이크,즉석조리식품,254,397,19,12,73,501,,,,
강황쌀잡곡밥&칠리닭가슴살,즉석조리식품,237,407,18,11,60,544,,,,
거금도 미역국밥,즉석조리식품,360,285,7,11,39,910,,,,
건강한 순대소를 가득 채운 병천식 옛날 순대,즉석조리식품,300,420,20,22,36,1250,,,,
건강한 우리집 잡채,즉석조리식품,240,375,3,12,64,840,,,,
건강한 크랩샐러드랩,즉석섭취식품,215,290,9,-,-,1000,,,,
건강한 하루를 위한 선식,즉석섭취식품,1100,100,4,1,19,8,,,,
건강한 한입 작두콩 그대로,즉석조리식품,30,50,3,0,9,0,,,,
건강한짜장&해산물볶음밥,즉석조리식품,240,280,11,8,43,490,,,,
건강현미밥바 감자양파현미밥바,즉석조리식품,90,126,4,1,24,129,,,,
건강현미밥바 돈장조림백김치현미밥바,즉석조리식품,90,160,7,1.5,29,130,,,,
건강현미밥바 플러스 단백질 닭가슴살야채,즉석조리식품,90,180,9,1.9,32,116,,,,
건강현미밥바 플러스 단백질 소고기깻잎,즉석조리식품,90,185,9,3.2,30,155,,,,
건강현미밥바 플러스 단백질 오징어무말랭이,즉석조리식품,90,170,9,1.6,30,130,,,,
건강현미밥바 플러스 단백질 표고버섯장조림,즉석조리식품,90,180,9,2.8,30,265,,,,
건더기가 큼직큼직 씨푸드 채소 철판볶음밥,즉석조리식품,400,250,8,7,39,490,,,,
건새우 듬뿍 아욱국,즉석조리식품,650,19,2,1,2,366,,,,
건새우 듬뿍 아욱국(냉장),즉석조리식품,650,19,2,1,2,366,,,,
건새우아욱국,즉석조리식품,500,70,7,2.5,5,1330,,,,
건새우어묵탕,즉석조리식품,180,22.7,1.7,0.3,3.8,75.4,,,,
건새우우거지된장국,즉석조리식품,500,75,5,0.5,13,930,,,,
검은미숫가루,즉석섭취식품,1000,4119,151,63,737,26,,,,
